date,address,count
2018-07,77.141.187.12,2
2018-07,77.171.141.172,1
2018-07,77.175.184.55,1
2018-07,77.22.254.95,2
2018-07,81.17.30.199,2
2018-07,81.61.180.163,1
2018-07,82.57.223.212,1
2018-07,83.52.77.117,1
2018-07,83.95.173.153,1
2018-07,84.150.121.173,1
2018-07,84.189.54.24,2
2018-07,84.38.130.190,6
2018-07,84.38.135.144,2
2018-07,84.88.234.4,1
2018-07,84.95.208.20,1
2018-07,86.3.41.171,1
2018-07,86.47.80.146,1
2018-07,86.47.80.148,1
2018-07,86.56.57.34,1
2018-07,89.23.224.72,1
2018-07,89.234.68.124,1
2018-07,89.234.68.71,1
2018-07,89.234.68.78,1
2018-07,89.234.68.91,1
2018-07,89.78.211.156,1
2018-07,93.49.105.172,1
2018-07,94.177.183.223,2
2018-07,95.45.252.6,1
2018-07,95.45.254.124,1
2018-07,99.9.33.154,1
2018-08,101.199.110.114,1
2018-08,103.77.241.236,2
2018-08,103.99.2.7,3
2018-08,104.155.17.159,1
2018-08,104.196.217.180,1
2018-08,109.102.111.44,2
2018-08,109.102.111.66,1
2018-08,109.102.111.67,1
2018-08,109.102.111.71,1
2018-08,109.102.111.84,1
2018-08,109.102.111.86,2
2018-08,109.102.111.88,1
2018-08,109.236.87.76,1
2018-08,123.123.219.31,1
2018-08,128.117.159.125,1
2018-08,129.105.125.81,1
2018-08,129.16.46.18,1
2018-08,129.25.202.58,1
2018-08,13.230.38.41,1
2018-08,130.126.255.108,1
2018-08,130.126.255.12,1
2018-08,130.126.255.216,1
2018-08,130.225.101.142,1
2018-08,131.246.194.41,1
2018-08,132.229.233.54,2
2018-08,132.230.239.104,2
2018-08,132.230.239.192,4
2018-08,132.230.239.73,2
2018-08,133.130.110.198,1
2018-08,134.147.208.199,2
2018-08,134.158.230.46,1
2018-08,134.245.95.210,1
2018-08,134.3.143.119,1
2018-08,134.36.162.30,2
2018-08,134.76.22.141,1
2018-08,137.44.141.196,2
2018-08,138.197.111.61,1
2018-08,138.197.13.157,1
2018-08,138.197.2.91,1
2018-08,138.197.78.89,1
2018-08,138.201.196.201,1
2018-08,138.232.7.94,1
2018-08,138.68.95.204,1
2018-08,139.57.226.246,1
2018-08,140.112.23.234,3
2018-08,140.116.72.183,2
2018-08,140.234.253.9,2
2018-08,141.226.244.165,1
2018-08,141.226.244.197,1
2018-08,141.26.189.222,1
2018-08,141.30.238.118,1
2018-08,142.104.187.242,1
2018-08,142.93.188.132,1
2018-08,142.93.69.187,1
2018-08,146.164.150.200,1
2018-08,146.64.81.115,3
2018-08,147.135.37.61,1
2018-08,148.251.50.77,1
2018-08,151.26.9.124,2
2018-08,152.81.8.14,1
2018-08,155.254.34.39,1
2018-08,159.69.56.155,1
2018-08,160.74.1.163,1
2018-08,162.243.175.53,1
2018-08,165.227.103.213,1
2018-08,165.227.122.204,1
2018-08,165.227.126.25,1
2018-08,169.0.122.97,3
2018-08,173.208.196.202,3
2018-08,173.239.232.169,1
2018-08,178.216.52.114,1
2018-08,178.63.21.17,1
2018-08,182.188.123.93,1
2018-08,182.76.175.114,1
2018-08,184.72.115.35,1
2018-08,185.228.80.32,4
2018-08,185.38.150.92,1
2018-08,185.92.73.107,3
2018-08,186.182.172.216,1
2018-08,188.165.208.29,2
2018-08,188.218.74.195,1
2018-08,192.186.143.20,1
2018-08,192.50.24.24,1
2018-08,193.138.105.29,1
2018-08,193.219.81.24,1
2018-08,194.225.47.200,1
2018-08,195.46.31.29,1
2018-08,196.52.2.74,1
2018-08,196.52.38.6,1
2018-08,197.185.106.158,1
2018-08,198.179.137.197,1
2018-08,199.34.89.2,1
2018-08,200.14.252.191,1
2018-08,202.168.158.130,1
2018-08,202.172.28.182,8
2018-08,212.237.29.185,2
2018-08,212.44.19.45,2
2018-08,217.249.86.117,1
2018-08,221.139.49.46,2
2018-08,23.227.196.87,1
2018-08,36.106.19.126,1
2018-08,37.117.162.101,3
2018-08,37.247.208.198,1
2018-08,37.4.248.133,1
2018-08,37.49.224.215,3
2018-08,37.49.225.98,7
2018-08,41.193.130.243,1
2018-08,41.58.113.20,1
2018-08,46.150.97.83,1
2018-08,46.208.156.58,1
2018-08,46.208.159.68,1
2018-08,46.4.120.138,1
2018-08,5.188.211.10,4
2018-08,5.188.211.14,1
2018-08,5.188.211.15,1
2018-08,5.188.211.16,1
2018-08,5.188.211.21,2
2018-08,5.3.159.124,1
2018-08,50.80.253.90,1
2018-08,51.255.76.77,2
2018-08,52.205.10.8,1
2018-08,52.43.92.90,1
2018-08,52.71.155.178,1
2018-08,54.173.35.129,2
2018-08,58.20.108.148,2
2018-08,58.27.226.232,1
2018-08,62.112.8.179,1
2018-08,62.149.81.38,1
2018-08,64.62.252.163,1
2018-08,64.62.252.169,1
2018-08,64.62.252.173,1
2018-08,66.102.9.20,1
2018-08,66.160.140.181,1
2018-08,66.160.140.182,1
2018-08,66.160.140.183,1
2018-08,66.249.83.24,1
2018-08,66.249.90.73,4
2018-08,66.249.90.77,2
2018-08,66.249.91.77,1
2018-08,69.58.178.59,1
2018-08,70.26.163.212,1
2018-08,72.14.199.23,2
2018-08,72.14.199.25,2
2018-08,74.208.42.161,2
2018-08,74.208.42.69,1
2018-08,77.175.184.55,1
2018-08,79.110.31.228,1
2018-08,79.205.218.74,1
2018-08,80.110.106.190,1
2018-08,81.128.229.114,1
2018-08,82.0.29.83,1
2018-08,82.80.249.156,2
2018-08,84.177.147.203,1
2018-08,84.38.130.190,3
2018-08,84.83.143.208,3
2018-08,86.47.80.148,1
2018-08,89.136.31.222,1
2018-08,89.202.245.164,1
2018-08,89.216.203.152,1
2018-08,89.234.68.69,1
2018-08,89.234.68.76,1
2018-08,90.86.25.4,1
2018-08,91.159.206.137,1
2018-08,91.252.108.237,1
2018-08,91.253.127.80,1
2018-08,92.17.170.19,1
2018-08,92.222.226.81,1
2018-08,92.59.180.108,1
2018-08,92.80.72.226,2
2018-08,93.6.34.19,2
2018-08,94.160.99.137,1
2018-08,94.165.32.33,1
2018-08,94.166.32.223,1
2018-08,94.177.190.253,8
2018-08,94.23.203.156,1
2018-08,94.23.214.93,1
2018-08,94.23.3.171,1
2018-08,95.45.252.6,1
2018-08,95.90.198.147,3
2018-08,97.113.16.47,1
2018-08,98.253.57.52,2
2018-09,1.39.170.54,1
2018-09,103.77.240.243,1
2018-09,103.77.242.57,1
2018-09,103.77.243.1,1
2018-09,103.77.243.234,1
2018-09,104.199.103.216,1
2018-09,104.248.176.46,1
2018-09,109.102.111.19,1
2018-09,109.102.111.58,1
2018-09,109.102.111.76,1
2018-09,109.102.111.89,1
2018-09,109.147.131.10,2
2018-09,113.196.174.254,1
2018-09,114.23.105.120,4
2018-09,115.145.30.129,5
2018-09,117.152.71.209,1
2018-09,117.239.50.212,1
2018-09,117.247.153.62,1
2018-09,120.29.104.193,1
2018-09,123.123.219.40,1
2018-09,125.238.44.17,2
2018-09,128.131.72.67,1
2018-09,128.179.144.147,1
2018-09,128.250.0.49,1
2018-09,128.68.26.139,1
2018-09,129.11.22.230,1
2018-09,129.42.208.182,1
2018-09,130.102.10.64,2
2018-09,130.133.68.130,1
2018-09,130.216.84.5,1
2018-09,130.83.23.148,2
2018-09,130.83.23.217,1
2018-09,131.112.19.62,1
2018-09,131.174.132.25,1
2018-09,133.130.116.173,1
2018-09,134.155.36.132,1
2018-09,134.155.88.189,1
2018-09,137.165.171.195,3
2018-09,137.204.150.11,2
2018-09,137.204.150.12,1
2018-09,137.204.150.14,1
2018-09,137.204.150.16,1
2018-09,137.204.150.17,1
2018-09,137.204.150.20,1
2018-09,137.204.150.29,1
2018-09,137.204.150.32,2
2018-09,137.204.150.38,1
2018-09,137.204.177.254,1
2018-09,137.44.141.196,1
2018-09,138.197.7.17,1
2018-09,138.68.180.18,1
2018-09,138.68.95.204,1
2018-09,14.39.23.160,4
2018-09,140.247.0.129,1
2018-09,141.226.243.191,1
2018-09,141.30.137.203,2
2018-09,141.83.117.164,1
2018-09,142.93.184.133,1
2018-09,142.93.75.209,1
2018-09,144.118.235.169,2
2018-09,144.118.77.122,1
2018-09,147.172.84.89,1
2018-09,147.229.208.235,1
2018-09,147.88.200.55,1
2018-09,149.139.2.254,2
2018-09,149.220.37.125,1
2018-09,151.42.142.128,1
2018-09,151.42.65.66,1
2018-09,158.110.137.79,1
2018-09,158.110.228.25,2
2018-09,158.130.178.195,1
2018-09,158.64.79.14,1
2018-09,159.203.104.253,1
2018-09,159.203.83.135,1
2018-09,159.203.99.125,1
2018-09,159.65.37.161,1
2018-09,165.231.103.120,1
2018-09,167.114.172.223,1
2018-09,172.111.129.12,1
2018-09,173.10.39.249,1
2018-09,176.95.132.220,1
2018-09,177.104.48.4,1
2018-09,178.59.30.61,1
2018-09,183.82.109.156,2
2018-09,184.74.227.42,1
2018-09,185.84.204.126,2
2018-09,185.92.73.105,3
2018-09,188.165.234.52,1
2018-09,188.218.218.218,1
2018-09,188.241.76.165,1
2018-09,189.152.209.244,1
2018-09,192.104.181.248,1
2018-09,192.38.90.99,1
2018-09,192.95.49.95,1
2018-09,192.99.190.96,1
2018-09,192.99.7.203,1
2018-09,193.138.63.151,1
2018-09,193.166.85.1,1
2018-09,193.166.85.171,1
2018-09,193.166.85.94,1
2018-09,193.197.33.161,1
2018-09,193.224.158.254,3
2018-09,193.239.192.122,1
2018-09,193.52.103.20,2
2018-09,193.61.69.1,1
2018-09,193.87.7.132,6
2018-09,195.22.127.139,1
2018-09,195.221.193.42,1
2018-09,196.52.60.10,1
2018-09,199.168.137.185,1
2018-09,2.37.176.23,1
2018-09,2.92.115.102,1
2018-09,202.172.28.182,3
2018-09,207.241.229.109,1
2018-09,212.91.255.178,1
2018-09,213.174.99.134,1
2018-09,213.239.209.94,1
2018-09,220.243.136.35,1
2018-09,31.10.171.238,1
2018-09,31.154.9.46,1
2018-09,31.6.32.72,1
2018-09,34.216.109.52,1
2018-09,34.226.206.131,2
2018-09,35.192.124.69,1
2018-09,35.202.99.105,1
2018-09,35.239.230.52,1
2018-09,37.164.111.198,1
2018-09,37.187.56.81,1
2018-09,37.49.230.147,3
2018-09,38.125.197.2,1
2018-09,45.55.244.134,1
2018-09,45.55.250.95,1
2018-09,46.107.194.106,1
2018-09,46.208.165.190,3
2018-09,46.4.120.138,1
2018-09,47.184.81.119,2
2018-09,47.90.241.220,1
2018-09,5.188.211.14,1
2018-09,5.56.151.45,3
2018-09,5.9.100.91,1
2018-09,51.255.76.77,1
2018-09,52.71.155.178,1
2018-09,54.205.134.21,1
2018-09,54.205.247.16,1
2018-09,54.211.139.58,1
2018-09,54.215.236.177,2
2018-09,58.20.108.148,3
2018-09,58.96.59.199,1
2018-09,62.214.103.234,1
2018-09,64.62.252.163,1
2018-09,64.62.252.164,1
2018-09,64.62.252.173,1
2018-09,65.153.250.122,1
2018-09,65.246.174.100,1
2018-09,65.88.88.176,2
2018-09,66.102.9.14,1
2018-09,66.160.140.180,2
2018-09,66.160.140.182,1
2018-09,66.160.140.183,2
2018-09,66.160.140.187,1
2018-09,69.164.197.18,1
2018-09,73.240.13.242,1
2018-09,74.109.34.102,1
2018-09,78.33.76.233,1
2018-09,79.251.42.29,1
2018-09,79.7.28.229,1
2018-09,80.252.210.137,1
2018-09,80.89.203.165,1
2018-09,81.150.166.169,1
2018-09,82.141.251.29,2
2018-09,82.158.184.215,1
2018-09,82.24.14.151,1
2018-09,84.3.249.217,2
2018-09,84.38.132.7,3
2018-09,85.10.197.134,1
2018-09,86.120.203.9,1
2018-09,86.199.17.68,1
2018-09,86.42.85.136,1
2018-09,86.47.80.145,1
2018-09,88.175.48.33,1
2018-09,89.234.68.76,1
2018-09,89.234.68.81,2
2018-09,89.234.68.97,1
2018-09,89.64.3.247,2
2018-09,90.43.125.212,1
2018-09,91.0.181.73,1
2018-09,91.7.67.219,1
2018-09,93.70.81.24,2
2018-09,94.192.103.212,3
2018-09,95.151.153.131,1
2018-09,95.223.109.190,2
2018-09,96.63.177.126,1
2018-10,103.207.126.158,1
2018-10,103.89.88.120,2
2018-10,104.192.74.30,2
2018-10,108.2.70.66,1
2018-10,109.159.24.172,1
2018-10,109.245.231.217,1
2018-10,109.88.40.129,1
2018-10,114.141.229.2,1
2018-10,114.72.121.98,2
2018-10,114.77.149.190,1
2018-10,115.145.30.129,2
2018-10,119.56.26.125,1
2018-10,12.236.17.79,2
2018-10,121.249.15.212,1
2018-10,123.136.188.142,2
2018-10,128.111.220.128,1
2018-10,128.84.125.222,1
2018-10,129.105.156.36,1
2018-10,130.226.35.100,1
2018-10,130.226.41.9,4
2018-10,130.237.29.73,2
2018-10,130.83.132.115,2
2018-10,132.181.14.91,1
2018-10,134.155.88.31,1
2018-10,134.174.250.150,1
2018-10,134.245.94.1,3
2018-10,134.245.95.210,2
2018-10,134.60.70.74,1
2018-10,136.187.166.17,1
2018-10,137.120.135.4,1
2018-10,137.165.167.87,1
2018-10,137.189.241.20,1
2018-10,137.204.150.12,1
2018-10,137.204.150.14,2
2018-10,137.204.150.15,1
2018-10,137.204.150.16,1
2018-10,137.204.150.19,3
2018-10,137.204.150.20,1
2018-10,137.44.141.196,2
2018-10,138.100.13.54,1
2018-10,138.194.203.67,1
2018-10,138.197.64.77,1
2018-10,138.197.77.125,1
2018-10,138.197.96.238,1
2018-10,138.25.249.82,1
2018-10,138.68.180.18,1
2018-10,138.68.95.204,1
2018-10,139.63.52.184,1
2018-10,14.39.23.160,4
2018-10,140.192.110.139,1
2018-10,141.76.176.91,2
2018-10,142.150.52.168,1
2018-10,142.169.130.209,3
2018-10,142.213.128.81,1
2018-10,142.4.215.116,1
2018-10,142.93.184.133,1
2018-10,142.93.71.162,1
2018-10,146.198.171.170,1
2018-10,146.203.121.6,1
2018-10,147.210.65.191,2
2018-10,148.215.24.61,1
2018-10,150.162.90.83,1
2018-10,150.176.138.231,2
2018-10,155.185.101.2,1
2018-10,155.69.196.202,1
2018-10,159.203.111.39,1
2018-10,159.203.89.245,1
2018-10,159.203.93.120,1
2018-10,159.203.94.91,1
2018-10,161.67.81.70,1
2018-10,162.255.85.186,1
2018-10,167.160.75.89,1
2018-10,170.140.105.76,1
2018-10,172.111.129.31,1
2018-10,172.111.129.42,2
2018-10,172.111.216.105,1
2018-10,172.111.216.51,1
2018-10,172.58.22.142,1
2018-10,173.239.198.74,1
2018-10,173.61.228.221,1
2018-10,174.127.241.122,1
2018-10,176.33.231.83,1
2018-10,177.18.30.68,1
2018-10,179.99.187.17,2
2018-10,18.144.52.49,2
2018-10,18.212.166.155,1
2018-10,183.157.160.50,1
2018-10,184.105.173.130,1
2018-10,186.213.131.6,2
2018-10,188.165.233.34,1
2018-10,188.72.103.9,1
2018-10,188.99.187.243,1
2018-10,190.115.181.203,1
2018-10,190.77.238.116,2
2018-10,191.254.160.40,2
2018-10,193.49.62.50,1
2018-10,193.52.208.54,1
2018-10,193.62.24.33,1
2018-10,194.110.84.75,1
2018-10,194.27.101.106,1
2018-10,195.169.172.255,1
2018-10,195.221.80.139,2
2018-10,200.41.236.243,1
2018-10,200.62.228.228,1
2018-10,201.103.109.118,1
2018-10,201.86.246.253,1
2018-10,202.133.213.29,1
2018-10,202.172.28.182,3
2018-10,203.133.170.86,1
2018-10,213.252.244.117,1
2018-10,216.236.170.140,1
2018-10,220.243.135.183,1
2018-10,220.243.135.218,1
2018-10,220.243.136.223,1
2018-10,220.243.136.87,1
2018-10,221.0.18.200,1
2018-10,23.101.169.3,4
2018-10,24.17.138.3,1
2018-10,35.192.84.7,1
2018-10,35.233.74.93,1
2018-10,37.133.101.14,1
2018-10,37.17.172.132,1
2018-10,39.106.37.181,1
2018-10,39.174.135.2,1
2018-10,39.174.135.204,1
2018-10,40.139.55.99,1
2018-10,42.200.104.23,2
2018-10,46.129.106.193,1
2018-10,46.208.159.73,1
2018-10,46.243.142.11,1
2018-10,46.243.142.38,1
2018-10,47.88.84.112,3
2018-10,47.90.241.220,1
2018-10,49.198.255.222,1
2018-10,5.132.29.28,2
2018-10,5.189.140.25,1
2018-10,51.255.76.77,1
2018-10,54.161.134.32,1
2018-10,54.167.141.242,1
2018-10,54.173.35.129,1
2018-10,54.175.74.27,1
2018-10,54.197.72.7,1
2018-10,54.205.59.124,1
2018-10,54.39.58.112,1
2018-10,58.20.108.148,2
2018-10,60.250.1.136,1
2018-10,61.219.144.12,1
2018-10,64.62.252.163,1
2018-10,64.62.252.164,1
2018-10,64.62.252.173,1
2018-10,64.62.252.174,2
2018-10,64.62.252.176,3
2018-10,66.102.6.118,1
2018-10,66.160.140.180,1
2018-10,66.160.140.181,1
2018-10,66.160.140.182,2
2018-10,66.160.140.183,1
2018-10,66.160.140.187,1
2018-10,66.249.93.221,1
2018-10,68.235.34.42,1
2018-10,69.58.178.57,1
2018-10,77.136.82.221,1
2018-10,77.175.184.55,1
2018-10,77.187.165.10,1
2018-10,77.229.249.222,1
2018-10,77.56.134.199,1
2018-10,79.166.245.113,1
2018-10,80.162.40.173,3
2018-10,80.246.188.132,1
2018-10,81.250.155.10,1
2018-10,82.95.244.89,1
2018-10,84.199.120.74,1
2018-10,84.248.171.170,2
2018-10,84.38.135.144,6
2018-10,86.247.88.179,1
2018-10,86.47.80.145,1
2018-10,86.50.13.82,1
2018-10,89.136.31.222,1
2018-10,89.197.181.218,1
2018-10,89.234.68.76,1
2018-10,89.234.68.78,1
2018-10,89.234.68.93,1
2018-10,89.234.68.97,1
2018-10,90.63.223.175,1
2018-10,92.167.46.35,1
2018-10,92.79.32.247,1
2018-10,93.193.46.250,1
2018-10,93.66.140.224,2
2018-10,94.177.244.201,1
2018-10,94.213.37.212,1
2018-10,95.45.252.1,1
2018-11,1.6.1.26,2
2018-11,103.101.153.19,1
2018-11,103.207.126.155,1
2018-11,103.211.60.139,1
2018-11,104.192.74.227,1
2018-11,104.246.134.52,1
2018-11,108.2.70.66,2
2018-11,109.40.131.186,1
2018-11,109.40.67.139,1
2018-11,111.205.21.46,1
2018-11,114.242.250.102,2
2018-11,114.250.246.48,1
2018-11,117.6.64.207,1
2018-11,121.238.51.251,1
2018-11,123.125.125.181,2
2018-11,124.17.34.59,2
2018-11,124.17.34.60,1
2018-11,124.64.17.213,3
2018-11,128.111.220.128,3
2018-11,128.130.236.160,1
2018-11,128.171.47.90,1
2018-11,128.69.221.211,1
2018-11,129.242.183.169,1
2018-11,129.25.202.58,1
2018-11,129.59.120.126,1
2018-11,129.97.138.124,1
2018-11,130.225.121.208,2
2018-11,130.226.41.9,7
2018-11,130.233.140.226,1
2018-11,130.237.178.118,1
2018-11,130.237.29.73,2
2018-11,131.220.50.73,1
2018-11,131.251.254.236,1
2018-11,132.235.47.194,1
2018-11,134.245.133.128,1
2018-11,134.245.94.1,3
2018-11,134.245.98.147,1
2018-11,134.76.81.36,1
2018-11,134.95.150.136,1
2018-11,134.96.90.136,1
2018-11,136.187.177.25,1
2018-11,136.243.3.240,2
2018-11,137.204.150.19,2
2018-11,139.47.10.63,3
2018-11,139.59.24.199,1
2018-11,14.139.82.103,1
2018-11,141.2.166.205,1
2018-11,142.113.117.251,1
2018-11,142.93.184.136,1
2018-11,146.48.87.216,2
2018-11,149.111.28.128,1
2018-11,152.77.156.215,2
2018-11,158.69.124.228,2
2018-11,158.69.225.34,1
2018-11,159.149.48.22,1
2018-11,159.203.196.79,1
2018-11,159.203.83.135,1
2018-11,159.65.37.130,1
2018-11,159.69.139.253,2
2018-11,159.89.45.46,1
2018-11,163.43.104.21,4
2018-11,165.225.38.211,1
2018-11,165.227.101.115,1
2018-11,165.227.184.22,1
2018-11,165.227.210.10,1
2018-11,166.137.240.29,1
2018-11,167.99.179.242,1
2018-11,172.111.129.48,1
2018-11,173.164.198.221,1
2018-11,173.208.196.202,1
2018-11,173.252.87.17,1
2018-11,176.151.14.132,1
2018-11,176.58.192.1,1
2018-11,177.104.48.5,3
2018-11,177.137.226.30,1
2018-11,18.30.10.104,2
2018-11,184.149.38.116,2
2018-11,188.165.196.25,1
2018-11,188.165.208.29,1
2018-11,189.216.114.6,2
2018-11,192.162.239.2,1
2018-11,193.10.108.189,1
2018-11,193.48.71.230,1
2018-11,193.52.26.94,2
2018-11,193.52.69.2,2
2018-11,193.55.102.104,1
2018-11,193.62.194.250,1
2018-11,193.87.7.132,1
2018-11,194.199.3.13,1
2018-11,194.94.105.29,1
2018-11,194.95.158.147,2
2018-11,194.95.158.41,3
2018-11,194.95.159.29,1
2018-11,195.113.48.5,2
2018-11,195.251.63.2,1
2018-11,195.46.31.29,1
2018-11,196.3.50.254,1
2018-11,197.220.117.14,1
2018-11,2.247.42.140,1
2018-11,200.131.56.9,1
2018-11,200.137.65.109,1
2018-11,202.172.28.182,5
2018-11,202.62.17.17,1
2018-11,205.189.187.4,2
2018-11,207.219.246.202,1
2018-11,212.106.176.77,1
2018-11,212.111.197.45,8
2018-11,213.127.123.67,1
2018-11,213.14.227.200,2
2018-11,213.148.150.182,1
2018-11,213.63.135.62,1
2018-11,216.145.192.133,1
2018-11,217.76.201.194,3
2018-11,218.197.152.152,2
2018-11,219.143.13.73,2
2018-11,220.243.135.10,1
2018-11,220.243.135.213,1
2018-11,220.243.135.54,1
2018-11,220.243.135.78,1
2018-11,223.71.54.151,10
2018-11,23.101.169.3,4
2018-11,35.197.108.139,1
2018-11,35.205.91.112,1
2018-11,37.220.140.34,1
2018-11,37.49.227.142,3
2018-11,46.161.27.210,3
2018-11,46.249.89.94,1
2018-11,47.52.188.178,1
2018-11,5.170.48.4,1
2018-11,5.188.211.10,2
2018-11,5.188.211.16,1
2018-11,5.188.211.21,1
2018-11,5.188.211.26,2
2018-11,50.197.156.42,1
2018-11,50.244.37.66,1
2018-11,52.114.142.71,1
2018-11,54.166.97.49,1
2018-11,54.167.142.38,1
2018-11,54.172.36.112,1
2018-11,54.39.58.112,1
2018-11,54.86.66.252,1
2018-11,58.20.108.148,1
2018-11,61.125.219.35,1
2018-11,62.108.162.24,1
2018-11,62.74.2.95,1
2018-11,63.152.103.202,1
2018-11,64.62.252.163,3
2018-11,64.62.252.173,1
2018-11,64.62.252.174,2
2018-11,64.62.252.176,2
2018-11,65.246.253.106,1
2018-11,66.160.140.180,1
2018-11,66.160.140.182,3
2018-11,66.160.140.183,2
2018-11,66.160.140.187,1
2018-11,66.160.140.188,1
2018-11,66.249.83.22,1
2018-11,66.249.93.222,1
2018-11,66.44.29.74,3
2018-11,68.51.87.217,1
2018-11,69.164.197.18,2
2018-11,72.33.2.115,2
2018-11,74.75.154.198,1
2018-11,75.128.65.194,1
2018-11,75.64.225.6,1
2018-11,77.11.15.42,1
2018-11,77.225.107.182,1
2018-11,77.56.134.199,1
2018-11,79.109.180.120,1
2018-11,8.18.37.3,2
2018-11,80.101.40.203,1
2018-11,80.233.46.50,1
2018-11,80.25.150.106,1
2018-11,80.37.191.105,2
2018-11,80.77.155.89,2
2018-11,81.2.118.215,1
2018-11,81.226.44.97,3
2018-11,82.132.232.201,1
2018-11,82.161.43.59,1
2018-11,82.202.197.118,1
2018-11,83.252.173.184,1
2018-11,83.71.247.38,1
2018-11,84.199.120.74,3
2018-11,84.82.164.105,1
2018-11,85.99.240.182,1
2018-11,86.142.37.46,1
2018-11,86.47.80.148,1
2018-11,86.66.32.161,1
2018-11,87.63.95.14,1
2018-11,87.66.46.131,1
2018-11,89.205.70.194,2
2018-11,89.234.68.76,1
2018-11,89.234.68.81,1
2018-11,89.234.68.93,1
2018-11,90.63.223.175,5
2018-11,92.21.45.205,1
2018-11,92.252.61.236,1
2018-11,92.53.34.241,1
2018-11,92.53.53.203,1
2018-11,92.79.32.247,1
2018-11,93.34.118.206,1
2018-11,93.66.140.224,1
2018-11,93.74.89.249,1
2018-11,94.130.18.107,1
2018-12,103.111.81.99,1
2018-12,103.253.159.231,1
2018-12,104.233.73.18,1
2018-12,104.236.199.171,1
2018-12,108.51.85.56,1
2018-12,109.173.101.59,1
2018-12,109.190.253.15,2
2018-12,113.77.231.245,2
2018-12,123.125.67.207,1
2018-12,128.93.176.85,1
2018-12,13.56.233.158,2
2018-12,131.215.226.148,1
2018-12,131.251.253.98,1
2018-12,132.208.12.65,1
2018-12,133.130.110.198,1
2018-12,134.155.88.189,1
2018-12,136.187.176.170,1
2018-12,137.204.150.26,3
2018-12,137.204.150.29,1
2018-12,137.204.150.30,1
2018-12,137.74.25.54,1
2018-12,139.165.31.11,1
2018-12,139.165.64.131,1
2018-12,139.165.64.137,1
2018-12,140.112.23.234,1
2018-12,140.147.236.195,2
2018-12,141.51.83.75,2
2018-12,141.66.176.106,1
2018-12,142.84.108.48,1
2018-12,144.217.213.131,1
2018-12,147.210.88.21,1
2018-12,150.164.98.122,1
2018-12,151.100.17.104,1
2018-12,151.24.251.33,1
2018-12,151.51.115.44,1
2018-12,152.118.150.106,1
2018-12,152.118.150.196,1
2018-12,152.118.150.222,1
2018-12,152.118.150.244,1
2018-12,158.169.150.4,1
2018-12,158.227.0.241,1
2018-12,159.203.97.106,1
2018-12,159.69.139.253,1
2018-12,159.89.32.8,1
2018-12,159.89.35.112,1
2018-12,161.3.1.28,1
2018-12,162.208.51.42,1
2018-12,165.124.144.199,1
2018-12,165.227.185.109,1
2018-12,165.227.72.153,1
2018-12,167.114.172.224,1
2018-12,172.111.244.172,1
2018-12,172.56.20.231,1
2018-12,172.91.115.209,1
2018-12,176.31.126.56,2
2018-12,178.62.74.6,1
2018-12,18.206.247.116,1
2018-12,180.181.206.55,1
2018-12,181.223.21.158,1
2018-12,183.98.101.110,1
2018-12,184.72.213.189,1
2018-12,185.46.212.117,1
2018-12,188.72.113.88,1
2018-12,192.15.131.113,1
2018-12,192.167.111.51,1
2018-12,193.170.163.3,1
2018-12,193.170.214.184,5
2018-12,193.175.238.236,1
2018-12,193.2.127.250,1
2018-12,193.205.162.11,2
2018-12,193.205.210.41,1
2018-12,193.54.91.173,1
2018-12,193.56.64.211,1
2018-12,194.166.91.157,2
2018-12,194.27.216.11,1
2018-12,194.44.12.84,1
2018-12,194.94.105.29,1
2018-12,194.95.15.72,1
2018-12,195.176.113.181,1
2018-12,198.27.80.144,1
2018-12,199.246.40.56,1
2018-12,2.38.98.238,1
2018-12,201.68.224.189,1
2018-12,202.172.28.182,6
2018-12,203.180.247.234,1
2018-12,213.127.66.199,4
2018-12,216.180.106.17,1
2018-12,217.113.119.89,1
2018-12,218.197.152.108,2
2018-12,218.197.152.141,1
2018-12,223.71.54.151,1
2018-12,23.101.169.3,4
2018-12,24.13.88.247,1
2018-12,24.84.220.164,1
2018-12,24.90.75.20,2
2018-12,3.82.115.34,1
2018-12,34.239.245.35,1
2018-12,35.195.236.133,1
2018-12,37.49.227.142,1
2018-12,38.140.3.154,1
2018-12,45.55.57.150,1
2018-12,5.18.215.181,1
2018-12,5.188.211.10,1
2018-12,5.188.211.13,5
2018-12,5.188.211.14,2
2018-12,5.188.211.15,2
2018-12,5.188.211.16,2
2018-12,5.188.211.24,3
2018-12,5.188.211.26,3
2018-12,5.188.211.35,1
2018-12,5.90.34.79,1
2018-12,51.255.76.77,1
2018-12,52.114.75.71,1
2018-12,52.91.49.89,1
2018-12,54.167.185.86,1
2018-12,54.173.35.129,1
2018-12,54.175.74.27,1
2018-12,54.209.121.42,1
2018-12,58.20.108.148,2
2018-12,62.210.25.39,1
2018-12,64.62.252.162,1
2018-12,64.62.252.163,1
2018-12,64.62.252.173,1
2018-12,64.62.252.174,2
2018-12,64.62.252.176,2
2018-12,65.202.222.3,1
2018-12,66.160.140.183,1
2018-12,66.160.140.184,1
2018-12,66.160.140.188,3
2018-12,66.249.81.90,1
2018-12,66.249.83.22,1
2018-12,68.8.34.215,2
2018-12,69.58.178.57,1
2018-12,73.37.52.15,1
